Date,MaxTemp,MinTemp,MeanTemp,MaxGust,UVIndex,Condition,TotalPrecip
2010-11-02,4.5,-8.9,-2.2,,,1,0
2010-11-03,6,-8.5,-1.3,,,1,0
2010-11-04,7,-0.2,3.4,,,1,2.2
2010-11-05,1,0,0.5,,,1,7.1
2010-11-06,-0.8,,,,,1,0.7
2010-11-07,3.4,-8.4,-2.5,,,1,0
2010-11-08,7.1,-1,3.1,,,1,0
2010-11-09,9.6,-4,2.8,,,1,0
2010-11-10,9.1,-6.7,1.2,,,1,25.9
2010-11-11,11,-5.4,2.8,,,1,0.2
2010-11-12,14,-5.9,4.1,,,1,0.4
2010-11-13,11.5,0.7,6.1,,,1,0.4
2010-11-14,10.1,0.9,5.5,,,1,0.3
2010-11-15,7.4,0.1,3.8,,,1,0.2
2010-11-16,9.7,-3.1,3.3,,,1,6.6
2010-11-17,4.7,1.2,3,,,1,12.4
2010-11-18,2.8,-0.2,1.3,,,1,0.2
2010-11-19,1.5,-5.6,-2.1,,,1,0.2
2010-11-20,3.1,-0.9,1.1,,,1,0.3
2010-11-21,-1.5,,,,,1,0.9
2010-11-22,10.8,-1.5,4.7,,,1,5.8
2010-11-23,12.1,4.2,8.2,,,1,11.1
2010-11-24,-1.1,,,,,1,0.3
2010-11-25,0.2,,,,,1,0.9
2010-11-26,0.8,,,,,1,15.9
2010-11-27,-2.9,,,,,1,5.9
2010-11-28,0.9,-11.5,-5.3,,,1,1.2
2010-11-29,2.2,-10.3,-4.1,,,1,0.2
2010-11-30,9,-5.4,1.8,,,1,10.6
2011-08-01,28.6,13.4,21,30,9,1,0
2011-08-02,27.3,10.4,18.9,30,8,1,0
2011-08-03,21.2,10.8,16,30,8,1,4.4
2011-08-04,27.3,8.7,18,30,8,1,0
2011-08-05,29.2,11.2,20.2,30,8,1,0
2011-08-06,28.8,14.3,21.6,30,8,1,0
2011-08-07,26.1,15.9,21,30,8,1,1
2011-08-08,25,10.4,17.7,30,8,1,0
2011-08-09,21.4,10,15.7,30,7,1,0
2011-08-10,21.3,11.1,16.2,30,8,1,8
2011-08-11,19.8,9.1,14.5,30,8,1,0
2011-08-12,26.4,6.8,16.6,30,7,1,0
2011-08-13,25.3,10.2,17.8,30,8,1,2
2011-08-14,21.3,14.2,17.8,30,8,1,1.4
2011-08-15,26.2,10.1,18.2,30,7,1,0
2011-08-16,25.9,7.6,16.8,30,7,1,0
2011-08-17,26.5,6,16.3,30,7,1,0.7
2011-08-18,26.4,10.5,18.5,30,8,1,0.8
2011-08-19,26.7,7.6,17.2,30,7,1,0
2011-08-20,22.6,11.1,16.9,30,8,2,11.2
2011-08-21,20.7,10.6,15.7,30,8,2,5.5
2011-08-22,19.8,8.2,14,30,7,2,1.3
2011-08-23,22.8,6.5,14.7,32,7,2,0
2011-08-24,21.7,15.4,18.6,32,6,2,0.8
2011-08-25,23.4,10,16.7,30,7,3,0.6
2011-08-26,23.9,5.8,14.9,30,6,3,0
2011-08-27,24.3,9.8,17.1,30,6,3,0
2011-08-28,17.3,8,12.7,32,6,3,0
2011-08-29,22.5,4.2,13.4,30,6,3,0
2011-08-30,25.4,10.3,17.9,30,5,3,0
2011-08-31,22.9,9.6,16.3,30,5,3,0
2011-09-01,23.8,12.6,18.2,30,6,4,0
2011-09-02,28.7,12.8,20.8,30,6,4,0
2011-09-03,27.2,17.4,22.3,30,6,4,0.7
2011-09-04,24.2,14.6,19.4,33,7,4,8.7
2011-09-05,15.8,9,12.4,30,7,4,0.2
2011-09-06,17,5.8,11.4,30,6,4,0
2011-09-07,18.2,5.1,11.7,30,7,4,0
2011-09-08,20.3,6.5,13.4,30,6,4,0
2011-09-09,25.5,6.9,16.2,30,6,4,0
2011-09-10,21.7,5.1,13.4,30,6,4,0
2011-09-11,25.5,3.2,14.4,30,5,5,0
2011-09-12,26.9,9.4,18.2,30,5,5,1.1
2011-09-13,20.6,9.8,15.2,30,5,5,2.2
2011-09-14,18.8,7.4,13.1,30,5,5,0
2011-09-15,10.7,0.1,5.4,30,5,5,0
2011-09-16,13.6,-3.5,5.1,30,4,5,0
2011-09-17,17.1,-2.6,7.3,30,5,5,0
2011-09-18,19.7,-2.4,8.7,30,5,5,0
2011-09-19,18.5,-0.7,8.9,35,5,5,3.6
2011-09-20,20.6,4.2,12.4,30,5,5,0
2011-09-21,22.4,2.6,12.5,30,5,6,6.9
2011-09-22,20,6.7,13.4,30,5,6,0.6
2011-09-23,18.2,7.1,12.7,30,5,6,7.2
2011-09-24,18.2,7.9,13.1,30,5,6,2.5
2011-09-25,22.8,4.9,13.9,30,5,6,0
2011-09-26,24.3,6.4,15.4,30,4,6,0
2011-09-27,23.1,9.3,16.2,30,4,6,19.4
2011-09-28,21.8,13.9,17.9,30,4,6,5.5
2011-09-29,17.5,8.3,12.9,30,4,6,0.2
2011-09-30,11.4,3.8,7.6,30,4,6,7.8
2011-10-01,8,1.5,4.8,35,4,7,0.2
2011-10-02,10.3,1.4,5.9,30,4,7,2.9
2011-10-03,11.2,9.6,10.4,30,4,7,3.9
2011-10-04,,6,,30,4,7,1.8
2011-10-05,14.2,2.2,8.2,30,3,7,1.4
2011-10-06,17.4,-4,6.7,30,3,7,3
2011-10-07,23.8,-0.1,11.9,30,3,7,3.1
2011-10-08,25.7,3.1,14.4,30,3,7,2.5
2011-10-09,25.9,4.4,15.2,30,3,7,2.4
2011-10-10,25.1,5.7,15.4,30,3,7,4.1
2011-10-11,23.7,3.9,13.8,30,3,1,3.1
2011-10-12,15.5,6.4,11,30,3,1,4.6
2011-10-13,13.4,10.5,12,30,3,1,3.3
2011-10-14,17.8,9,13.4,30,3,1,25.6
2011-10-15,9.2,5.3,7.3,37,3,1,13.2
2011-10-16,11.3,1.1,6.2,37,2,1,5.2
2011-10-17,6,-0.3,2.9,30,3,1,5.5
2011-10-18,11,2.5,6.8,30,3,1,0.5
2011-10-19,8.2,2.9,5.6,32,3,1,1.2
2011-10-20,11.1,6.4,8.8,33,2,1,24.9
2011-10-21,7.7,4.3,6,30,2,1,4.7
2011-10-22,9.1,2.5,5.8,30,2,1,1.1
2011-10-23,12.3,-1.8,5.3,30,2,1,5.3
2011-10-24,9.5,3.3,6.4,33,3,1,6
2011-10-25,7.6,1,4.3,30,2,1,2.3
2011-10-26,4,1,2.5,30,3,1,0.5
2011-10-27,2.5,-3.3,-0.4,30,3,1,1.1
2011-10-28,6.5,-7.8,-0.7,30,2,1,5.1
2011-10-29,5.8,-4.9,0.5,30,2,1,6.2
2011-10-30,7.2,-4.7,1.3,30,2,1,5.2
2011-10-31,9.2,-2.3,3.5,30,2,1,2.9
2011-11-01,7.8,-4,1.9,30,2,1,0.2
2011-11-02,16.3,0.5,8.4,30,2,1,0
2011-11-03,10.3,4.1,7.2,30,2,1,1.3
2011-11-04,4.6,-6.1,-0.8,30,2,1,0.2
2011-11-05,7.5,-8.4,-0.5,30,2,1,0
2011-11-06,13.1,-7.9,2.6,30,1,1,0
2011-11-07,15.3,2.1,8.7,37,1,1,0
2011-11-08,7.1,-3.6,1.8,30,2,1,1.6
2011-11-09,11.9,4.5,8.2,30,1,1,2.7
2011-11-10,11.1,3.8,7.5,41,1,1,1.1
2011-11-11,0.7,,,30,1,1,0.2
2011-11-12,6.5,-1.6,2.5,30,1,1,0
2011-11-13,11.9,-3.6,4.2,30,1,1,4.8
2011-11-14,11.6,2.1,6.9,33,1,1,0.7
2011-11-15,10.7,-1.4,4.7,32,1,1,0
2011-11-16,9.4,-2.9,3.3,33,1,1,0
2011-11-17,2.4,-2.3,0.1,30,1,1,0.5
2011-11-18,2.1,-8.4,-3.2,30,1,1,0.2
2011-11-19,7.4,-1,3.2,30,1,1,0.8
2011-11-20,8.1,0.2,4.2,30,1,1,5
2011-11-21,-0.1,,,30,1,1,0.2
2011-11-22,-0.6,,,30,1,1,0
2011-11-23,4.4,-3.1,0.7,30,1,1,0
2011-11-24,7.3,-3.6,1.9,30,1,1,0
2011-11-25,10.9,1.8,6.4,32,1,1,0
2011-11-26,9,1.9,5.5,30,1,1,0
2011-11-27,10.3,4.9,7.6,30,1,1,8
2011-11-28,4.9,-1.1,1.9,30,1,1,0.2
2011-11-29,1.1,-1.1,0,30,1,1,35.7
2011-11-30,0.4,-1,-0.3,30,1,1,19.5
2012-08-01,25.4,13.3,19.4,30,8,1,4
2012-08-02,25.9,11.2,18.6,30,8,1,0
2012-08-03,27.3,14.3,20.8,30,8,1,0
2012-08-04,32.9,14,23.5,32,8,1,4.8
2012-08-05,24.5,12.8,18.7,33,8,1,16
2012-08-06,25.2,10.2,17.7,30,8,1,0
2012-08-07,24.7,9,16.9,30,7,1,0
2012-08-08,26.9,9.7,18.3,30,8,1,0
2012-08-09,16.6,13.3,15,30,7,1,11.4
2012-08-10,,,,,6,1,
2012-08-11,,,,,8,1,
2012-08-12,,,,,8,1,
2012-08-13,24.5,13.8,19.2,30,7,1,
2012-08-14,19.9,11.9,15.9,30,7,1,3.4
2012-08-15,22.1,10.4,16.3,30,7,1,2.1
2012-08-16,25.3,9.8,17.6,30,7,1,0.2
2012-08-17,20.4,11.4,15.9,35,8,1,5.1
2012-08-18,20.6,6.2,13.4,30,7,1,0
2012-08-19,21.2,6,13.6,30,7,1,1.4
2012-08-20,20.2,3.2,11.7,30,7,1,0
2012-08-21,21.6,6.7,14.2,30,7,1,0
2012-08-22,24.7,4.6,14.7,32,7,1,0
2012-08-23,26.6,10.8,18.7,30,6,2,0
2012-08-24,26.8,9.2,18,30,7,2,0
2012-08-25,30.2,11.1,20.7,30,7,2,0
2012-08-26,29.1,11,20.1,30,7,2,0
2012-08-27,22.6,14.4,18.5,30,7,2,1
2012-08-28,20.2,4.5,12.4,30,7,3,0
2012-08-29,22.8,2.8,12.8,30,6,3,0
2012-08-30,27.3,8.7,18,32,6,3,0
2012-08-31,27.3,12,19.7,30,7,3,0.3
2012-09-01,25,8.6,16.8,30,6,3,0
2012-09-02,23.9,9,16.5,30,6,3,0
2012-09-03,27.9,6.7,17.3,30,6,3,0
2012-09-04,21.7,15.6,18.7,30,6,4,14.4
2012-09-05,24.5,16,20.3,30,5,4,0
2012-09-06,23.9,10.5,17.2,30,5,4,5.5
2012-09-07,22.9,8.3,15.6,30,6,4,7.5
2012-09-08,16.8,4.8,10.8,32,6,4,33.1
2012-09-09,16.6,3.4,10,30,6,4,0
2012-09-10,16.9,1.8,9.4,30,5,4,0
2012-09-11,22.9,1.2,12.1,30,5,4,0
2012-09-12,25.9,7.8,16.9,30,5,4,0
2012-09-13,26.6,8.6,17.6,30,5,4,0
2012-09-14,15.3,9.3,12.3,30,5,5,16.9
2012-09-15,14.2,1.2,7.7,30,5,5,0.7
2012-09-16,18.8,-0.3,9.3,30,5,5,0
2012-09-17,22.4,5.3,13.9,33,5,5,0
2012-09-18,16.7,4.2,10.5,30,4,5,10.4
2012-09-19,12.6,2.3,7.5,30,4,5,0
2012-09-20,15.8,5.3,10.6,30,4,5,0.5
2012-09-21,17.5,4.8,11.2,30,4,5,0
2012-09-22,15.3,3.8,9.6,30,5,5,11.6
2012-09-23,11.3,1.6,6.5,30,4,5,0
2012-09-24,12.2,-1,5.6,32,4,6,0.9
2012-09-25,17.5,4.9,11.2,30,4,6,0
2012-09-26,16,1.8,8.9,30,4,6,0
2012-09-27,14.5,-0.6,7,30,4,6,0
2012-09-28,16.4,-1.8,7.3,30,4,6,0
2012-09-29,13.5,0.4,7,30,4,6,1.3
2012-09-30,10.1,0.4,5.3,30,4,6,0.4
2012-10-01,19.3,4.1,11.7,30,4,6,0
2012-10-02,17.5,2.8,10.2,30,4,6,0
2012-10-03,,,,30,4,6,1.6
2012-10-04,19.8,9,14.4,30,3,7,0.8
2012-10-05,16.9,7.8,12.4,32,4,7,1.4
2012-10-06,10.1,0.6,5.4,30,4,7,1.8
2012-10-07,8.3,-3,2.7,30,3,7,0.5
2012-10-08,11.1,-4.5,3.3,30,3,7,0.7
2012-10-09,12.5,-3.5,4.5,30,3,7,0.9
2012-10-10,9.4,0.5,5,33,3,7,5
2012-10-11,6.1,-0.8,2.7,30,3,7,6.3
2012-10-12,5.8,-1.8,2,30,3,7,0.8
2012-10-13,6.8,-4.9,1,30,3,7,15.8
2012-10-14,16,3.3,9.7,32,3,1,27.5
2012-10-15,15.6,1.9,8.8,39,3,1,0.3
2012-10-16,7.4,-1.7,2.9,30,3,1,0.4
2012-10-17,14.2,1.1,7.7,30,3,1,1.3
2012-10-18,16.2,2.7,9.5,32,3,1,1
2012-10-19,13.3,4.6,9,30,3,1,2.3
2012-10-20,10.2,6.3,8.3,30,3,1,
2012-10-21,10.4,5.3,7.9,30,3,1,0
2012-10-22,15.3,0.3,7.8,30,3,1,1.3
2012-10-23,7.9,-1,3.5,30,2,1,0.7
2012-10-24,9.7,2.1,5.9,30,2,1,0.8
2012-10-25,22.6,7.3,15,30,3,1,0.2
2012-10-26,15.7,5.9,10.8,30,2,1,0
2012-10-27,5.9,0.4,3.2,30,2,1,22.7
2012-10-28,2.9,1.3,2.1,30,2,1,12.7
2012-10-29,3.1,1.3,2.2,41,2,1,9.4
2012-10-30,13.5,2.8,8.2,33,2,1,8.1
2012-10-31,9.9,4.8,7.4,30,2,1,6.1
2012-11-01,5.1,0,2.6,30,2,1,9.2
2012-11-02,1.2,-0.6,0.3,30,2,1,3
2012-11-03,1.7,-1.2,0.3,30,2,1,1.9
2012-11-04,-0.1,,,30,2,1,0.2
2012-11-05,-0.7,,,30,2,1,0.2
2012-11-06,1.1,,,30,2,1,0.5
2012-11-07,1.7,-11.2,-4.8,30,2,1,1.9
2012-11-08,4.2,-11.8,-3.8,30,1,1,1.3
2012-11-09,4.6,-2.3,1.2,30,1,1,0.4
2012-11-10,3.1,-1.1,1,30,1,1,1.4
2012-11-11,14.4,0.4,7.4,30,1,1,4.5
2012-11-12,16,-0.8,7.6,35,1,1,13.5
2012-11-13,2.9,-2.1,0.4,30,1,1,1.7
2012-11-14,4.5,-5.1,-0.3,30,1,1,1.4
2012-11-15,4.3,-4.2,0.1,30,1,1,0.8
2012-11-16,2,-7.7,-2.9,30,1,1,0.9
2012-11-17,5.5,-1,2.3,30,1,1,1.3
2012-11-18,4.8,-6.7,-1,30,1,1,1.5
2012-11-19,7.7,-6.3,0.7,30,1,1,1.5
2012-11-20,9.8,-4.2,2.8,30,1,1,2.2
2012-11-21,10.3,-4.8,2.8,30,1,1,0.7
2012-11-22,14.3,-3.5,5.4,30,1,1,2.5
2012-11-23,8.4,5.4,6.9,35,1,1,2.2
2012-11-24,-1,,,30,1,1,3.3
2012-11-25,-1.5,,,30,1,1,2.1
2012-11-26,-3.4,,,30,1,1,1.5
2012-11-27,-1.5,,,30,1,1,2.3
2012-11-28,-0.6,,,30,1,1,0.9
2012-11-29,-1.2,,,30,1,1,1.3
2012-11-30,-8.6,,,30,1,1,1.7
2013-08-01,22.4,12.3,17.4,30,6,1,12.6
2013-08-02,23,10.6,16.8,32,6,1,1.3
2013-08-03,22.2,11.2,16.7,30,7,1,0.6
2013-08-04,19.3,5.5,12.4,,8,1,0
2013-08-05,22.1,3.9,13,,8,1,0.2
2013-08-06,23.7,8.1,15.9,,7,1,0
2013-08-07,21.1,13.4,17.3,,8,1,6.2
2013-08-08,24.3,11.6,18,,7,1,
2013-08-09,25.1,9.2,17.2,,7,1,0.2
2013-08-10,21.2,7,14.1,,8,1,0
2013-08-11,23.1,6,14.6,,8,1,0
2013-08-12,23.7,7.2,15.5,,7,1,0
2013-08-13,22.7,11.6,17.2,,6,1,0
2013-08-14,19.2,8.8,14,,6,1,0
2013-08-15,21.7,7.3,14.5,,6,1,0
2013-08-16,23,7.7,15.4,,7,1,0
2013-08-17,25.8,5.1,15.5,,7,1,0
2013-08-18,27,6.2,16.6,,7,1,0
2013-08-19,27.2,9.4,18.3,,7,2,0.2
2013-08-20,28,11.1,19.6,30,6,2,0
2013-08-21,29.3,12.6,21,30,6,2,0
2013-08-22,26.4,10.3,18.4,30,7,2,1.2
2013-08-23,21.4,5.6,13.5,30,7,2,0
2013-08-24,24.1,3,13.6,30,7,3,0
2013-08-25,23.2,6.7,15,30,7,3,1.8
2013-08-26,22.1,16.8,19.5,30,7,3,6.1
2013-08-27,27.1,16.3,21.7,30,7,3,0.5
2013-08-28,28,13.6,20.8,30,7,3,0
2013-08-29,29.1,10.8,20,30,7,3,
2013-08-30,23.7,13.1,18.4,30,7,3,29.1
2013-08-31,20.4,11.6,16,30,7,4,0
2013-09-01,25.2,10.4,17.8,30,6,4,0
2013-09-02,21.7,13.5,17.6,30,5,4,1
2013-09-03,17.6,9.8,13.7,30,5,4,0.2
2013-09-04,17.9,5.4,11.7,30,5,4,1.8
2013-09-05,14.9,1.1,8,30,5,4,0.2
2013-09-06,20.1,-0.3,9.9,32,5,4,0
2013-09-07,17.2,12.5,14.9,30,5,4,0.3
2013-09-08,16,2.2,9.1,30,5,4,0.2
2013-09-09,20.8,1.5,11.2,30,4,4,1.1
2013-09-10,27,12.4,19.7,30,5,5,12.9
2013-09-11,24,12.8,18.4,30,5,5,
2013-09-12,21.5,8.2,14.9,30,5,5,1.4
2013-09-13,8.9,3.6,6.3,30,5,5,0.2
2013-09-14,16.3,1.6,9,30,5,5,0.2
2013-09-15,15.2,4.5,9.9,30,4,5,14.5
2013-09-16,10,2.6,6.3,30,4,5,0.2
2013-09-17,16.8,-1.8,7.5,30,5,5,0.2
2013-09-18,21.4,-0.7,10.4,30,6,5,0
2013-09-19,23.9,4.4,14.2,30,5,5,0
2013-09-20,23.4,12.1,17.8,30,5,6,23.5
2013-09-21,18.2,6.8,12.5,30,5,6,34.6
2013-09-22,9.9,0.8,5.4,30,5,6,0.4
2013-09-23,11.7,-0.6,5.6,30,5,6,0.2
2013-09-24,17.5,-1.6,8,30,4,6,0
2013-09-25,21,-1.2,9.9,30,4,6,0
2013-09-26,21.6,0.7,11.2,30,5,6,0
2013-09-27,22.3,2.6,12.5,30,5,6,0
2013-09-28,21.2,3.5,12.4,30,5,6,0
2013-09-29,22.4,4.7,13.6,30,5,6,0
2013-09-30,17.7,10.9,14.3,30,4,7,1.7
2013-10-01,20.9,8.7,14.8,30,4,7,0.2
2013-10-02,21.8,4.7,13.3,32,4,7,0
2013-10-03,21.6,2.6,12.1,30,4,7,0
2013-10-04,13.1,10.2,11.7,30,4,7,0.6
2013-10-05,15.6,10.1,12.9,30,4,7,0
2013-10-06,16.4,7.4,11.9,30,4,7,32.2
2013-10-07,17.9,1.8,9.9,35,3,7,19.7
2013-10-08,14.2,-0.6,6.8,30,3,7,0.4
2013-10-09,19.2,-1.3,9,30,3,7,0
2013-10-10,21.1,-1,10.1,30,3,1,0
2013-10-11,22.4,-1.1,10.7,30,3,1,
2013-10-12,23.4,-1,11.2,30,3,1,0
2013-10-13,14.2,3.5,8.9,30,3,1,1.4
2013-10-14,15.5,5.5,10.5,30,3,1,0
2013-10-15,14.5,-2.3,6.1,30,3,1,0
2013-10-16,19.4,9.5,14.5,37,3,1,12.8
2013-10-17,13.8,7.5,10.7,30,3,1,7.4
2013-10-18,10.5,3.8,7.2,30,3,1,3.3
2013-10-19,10.1,3.6,6.9,30,3,1,5.2
2013-10-20,10.6,0.4,5.5,30,2,1,0
2013-10-21,10.3,-0.5,4.9,30,2,1,10.8
2013-10-22,5.5,0.8,3.2,30,2,1,6.6
2013-10-23,3.7,-1.4,1.2,30,2,1,0.3
2013-10-24,3.9,-4.4,-0.3,30,2,1,0.7
2013-10-25,5.8,-1.1,2.4,30,2,1,0.2
2013-10-26,3.1,0.4,1.8,30,2,1,9.9
2013-10-27,5.3,-0.4,2.5,30,2,1,0.2
2013-10-28,,-2,,,2,1,1
2013-10-29,,,,30,2,1,0.2
2013-10-30,3.9,-2.6,0.7,30,2,1,0
2013-10-31,13.5,1.3,7.4,30,2,1,21
2013-11-01,14,2.6,8.3,48,2,1,14.7
2013-11-02,2.6,-0.1,1.3,30,2,1,1
2013-11-03,2,,,30,2,1,0.2
2013-11-04,3.2,-10.6,-3.7,30,2,1,0
2013-11-05,,,,30,2,1,
2013-11-06,11,1.3,6.2,35,2,1,14.9
2013-11-07,6.8,-0.5,3.2,30,2,1,1.9
2013-11-08,0.1,,,30,2,1,0.2
2013-11-09,0.8,-4.2,-1.7,30,2,1,5.7
2013-11-10,3,-0.3,1.4,43,2,1,3.4
2013-11-11,1.3,-3.2,-1,33,1,1,3
2013-11-12,-5.9,,,30,2,1,0.4
2013-11-13,-0.3,,,37,2,1,0.2
2013-11-14,4.5,-1.7,1.4,30,2,1,0
2013-11-15,4.2,-3,0.6,30,2,1,0
2013-11-16,10.2,-4.4,2.9,30,1,1,0
2013-11-17,12,6.5,9.3,35,1,1,8.1
2013-11-18,10.5,2.6,6.6,50,1,1,5.1
2013-11-19,-2.8,,,30,1,1,0.4
2013-11-20,1.3,,,30,1,1,0
2013-11-21,2.9,-7.8,-2.5,30,1,1,0
2013-11-22,3.2,0.3,1.8,30,1,1,6
2013-11-23,-4.5,,,30,1,1,5.7
2013-11-24,-9.6,,,30,1,1,0
2013-11-25,-1.9,,,33,1,1,0.9
2013-11-26,0.1,,,30,1,1,2.2
2013-11-27,-1.3,,,30,1,1,4
2013-11-28,-7.8,,,30,1,1,0
2013-11-29,-7,,,30,1,1,0.4
2013-11-30,-2.9,,,30,1,1,2.1
2014-08-01,25.7,9,17.4,30,7,1,0
2014-08-02,26.5,10.4,18.5,30,7,1,0
2014-08-03,26.6,9.1,17.9,30,7,1,0.8
2014-08-04,26.4,12,19.2,30,7,1,1
2014-08-05,23.6,8.1,15.9,30,7,1,0
2014-08-06,23.3,5.3,14.3,30,8,1,0.2
2014-08-07,22.3,8.8,15.6,30,8,1,0
2014-08-08,23.8,6.8,15.3,30,8,1,0
2014-08-09,26.7,6.5,16.6,30,8,1,0
2014-08-10,28.6,9.2,18.9,30,8,1,0.6
2014-08-11,27.7,9.8,18.8,30,8,1,0.7
2014-08-12,21.2,16.5,18.9,30,6,1,16.8
2014-08-13,17.4,8.3,12.9,30,7,1,2.7
2014-08-14,11.9,8.1,10,30,8,1,2
2014-08-15,15.5,8.5,12,30,7,1,0.7
2014-08-16,15.5,10.9,13.2,30,6,1,13.3
2014-08-17,17.5,10.4,14,30,6,1,0
2014-08-18,20.6,6.2,13.4,30,6,1,0
2014-08-19,23.6,4.4,14,30,6,1,0
2014-08-20,19.4,11.9,15.7,30,6,2,3.9
2014-08-21,20.6,16.7,18.7,30,6,2,12.3
2014-08-22,19.9,15.3,17.6,30,5,2,0
2014-08-23,22.5,15.3,18.9,30,6,2,
2014-08-24,25.9,8.5,17.2,30,5,2,0
2014-08-25,26.6,10.1,18.4,30,6,3,1
2014-08-26,27.4,12.8,20.1,30,7,3,0
2014-08-27,20.4,10.1,15.3,30,7,3,0.7
2014-08-28,20.2,6.3,13.3,30,7,3,0
2014-08-29,22.2,4.3,13.3,30,7,3,0
2014-08-30,25.1,13.7,19.4,30,7,3,25.1
2014-08-31,22.4,16.3,19.4,30,6,3,0.7
2014-09-01,25.7,16.3,21,30,6,4,0.2
2014-09-02,22.5,11.7,17.1,30,6,4,0.2
2014-09-03,24.3,9.9,17.1,30,5,4,0
2014-09-04,26.2,8.4,17.3,30,5,4,1
2014-09-05,27,14.4,20.7,30,6,4,3.4
2014-09-06,19.9,6.1,13,30,5,4,0
2014-09-07,20.9,5.3,13.1,30,5,4,0
2014-09-08,23.3,5.5,14.4,30,5,4,0
2014-09-09,20.4,8.5,14.5,30,5,4,0
2014-09-10,20.1,9.3,14.7,39,5,4,18.5
2014-09-11,20.4,2.9,11.7,41,5,5,1.4
2014-09-12,11.3,0.3,5.8,30,5,5,0.2
2014-09-13,7.9,4.7,6.3,30,5,5,6.6
2014-09-14,13.2,1.2,7.2,30,5,5,0.4
2014-09-15,13.6,3.7,8.7,30,5,5,2.7
2014-09-16,15.7,3.2,9.5,30,5,5,0
2014-09-17,16.7,3,9.9,30,5,5,7.7
2014-09-18,8.9,-2.1,3.4,30,4,5,0.6
2014-09-19,13.3,-3.8,4.8,30,5,5,0
2014-09-20,18.1,6.1,12.1,32,5,5,13.3
2014-09-21,17,6.1,11.6,30,4,6,9.5
2014-09-22,10.5,2.8,6.7,30,4,6,0.5
2014-09-23,15,8.6,11.8,30,4,6,2.4
2014-09-24,21.9,6.3,14.1,30,5,6,0
2014-09-25,23.3,4.3,13.8,30,4,6,0.7
2014-09-26,24.5,5.1,14.8,30,4,6,0
2014-09-27,25.8,6,15.9,30,4,6,0.7
2014-09-28,24.8,6.9,15.9,30,3,6,0
2014-09-29,22.3,8.5,15.4,30,3,6,0
2014-09-30,13.7,11,12.4,30,3,6,0
2014-10-01,16.9,8.1,12.5,30,4,7,0
2014-10-02,17.3,8.3,12.8,30,4,7,0.2
2014-10-03,19.1,10.4,14.8,35,3,7,8.6
2014-10-04,13,3.3,8.2,30,3,7,8.5
2014-10-05,8.1,2.7,5.4,30,3,7,2.7
2014-10-06,12.4,4.1,8.3,30,3,7,1.6
2014-10-07,16.4,7.9,12.2,30,3,7,1.9
2014-10-08,10.7,0.7,5.7,37,3,7,1.3
2014-10-09,10.5,-0.5,5,33,3,7,2.7
2014-10-10,10.1,-1.2,4.5,30,3,7,0.2
2014-10-11,10.5,-2.5,4,30,3,1,0
2014-10-12,12.2,-2.5,4.9,30,3,1,0
2014-10-13,13.9,-3.2,5.4,30,3,1,2.5
2014-10-14,22.9,13.5,18.2,32,3,1,1.4
2014-10-15,18.3,14,16.2,30,4,1,14
2014-10-16,19.2,11.3,15.3,30,4,1,5.5
2014-10-17,12.9,10.4,11.7,30,3,1,3.5
2014-10-18,11.1,0.2,5.7,32,3,1,4.7
2014-10-19,3.6,-1.8,0.9,30,3,1,0.7
2014-10-20,6,-0.9,2.6,30,3,1,1.6
2014-10-21,5.7,1.7,3.7,30,2,1,1.6
2014-10-22,11,-1.8,4.6,30,2,1,0.2
2014-10-23,13.2,-2.4,5.4,30,2,1,0
2014-10-24,14.8,-4.2,5.3,30,3,1,0
2014-10-25,12.3,-0.7,5.8,30,2,1,1.8
2014-10-26,7,3.9,5.5,37,2,1,0.7
2014-10-27,9.4,2.6,6,30,2,1,6.6
2014-10-28,15.3,4.5,9.9,41,2,1,6.2
2014-10-29,7.7,0.8,4.3,30,2,1,2.1
2014-10-30,4.9,-1.9,1.5,30,2,1,0.6
2014-10-31,0.4,-1.8,-0.7,30,2,1,6.9
2014-11-01,0,-5.4,-2.7,30,2,1,1.6
2014-11-02,3.4,-7.3,-2,30,2,1,0.2
2014-11-03,9.4,-1.7,3.9,30,2,1,0
2014-11-04,10.6,3.3,7,30,2,1,7.1
2014-11-05,7.4,2.3,4.9,35,2,1,2.2
2014-11-06,,1.8,,30,2,1,
2014-11-07,0.4,-4.6,-2.1,30,2,1,2.2
2014-11-08,1.3,-5.5,-2.1,30,2,1,5.9
2014-11-09,1.6,-5.3,-1.9,30,1,1,2.8
2014-11-10,0.3,-3,-1.4,30,1,1,2.3
2014-11-11,6.8,-0.8,3,30,1,1,2.7
2014-11-12,7,-3.8,1.6,43,1,1,1.9
2014-11-13,0.9,-7.4,-3.3,30,1,1,0
2014-11-14,-2.8,-11.3,-7.1,30,2,1,0.2
2014-11-15,-0.5,-12.1,-6.3,30,1,1,0.8
2014-11-16,-1.8,-3.6,-2.7,30,1,1,2.8
2014-11-17,-0.8,-5.2,-3,39,1,1,5.9
2014-11-18,-5.2,-12.2,-8.7,43,1,1,14.6
2014-11-19,-6.1,-17.9,-12,30,1,1,1.5
2014-11-20,-3.8,-11.6,-7.7,37,1,1,7
2014-11-21,-6.6,-16.5,-11.6,30,1,1,0.2
2014-11-22,1.8,-7.3,-2.8,30,1,1,0
2014-11-23,5.4,0.4,2.9,30,1,1,0.4
